transaction_amount,transaction_card_type,transaction_ecommerce_website_name,transaction_country_name,transaction_datetime,transaction_id,transaction_city_name,transaction_product_name
345.57,Maestro,www.ebay.com,United States,2019-05-17 07:34:56,82,New York City,Text Books
323.45,Visa,www.ebay.com,United Kingdom,2019-05-17 20:45:49,83,London,HDMI Cable
150.28,Maestro,www.snapdeal.com,France,2019-05-17 15:26:45,84,Paris,Wrist Watch
363.46,Visa,www.ebay.com,India,2019-05-17 18:41:48,85,Hyderabad,Pen Drive
545.23,MasterCard,www.ebay.com,Singapore,2019-05-17 12:16:40,86,Singapore,Pen Drive
498.46,Visa,www.amazon.com,Italy,2019-05-17 22:09:15,87,Rome,HDMI Cable
85.21,Visa,www.amazon.com,Inida,2019-05-17 23:45:02,88,New Delhi,Wrist Watch
306.91,Maestro,www.flipkart.com,France,2019-05-17 18:23:21,89,Paris,Wrist Band
553.32,Maestro,www.flipkart.com,India,2019-05-17 04:01:55,90,Chennai,Laptop
320.29,Maestro,www.amazon.com,India,2019-05-17 21:09:02,91,Bangalore,Text Books
290.07,Maestro,www.snapdeal.com,Inida,2019-05-17 03:36:54,92,New Delhi,TV Stand
297.31,MasterCard,www.ebay.com,India,2019-05-17 13:43:31,93,Mumbai,Wrist Watch
392.03,Maestro,www.amazon.com,United States,2019-05-17 05:13:42,94,New York City,Wrist Band
420.18,Visa,www.flipkart.com,Israel,2019-05-17 10:11:56,95,Jerusalem,TV
122.45,Maestro,www.flipkart.com,India,2019-05-17 13:57:59,96,Chennai,Mobile Phone
509.55,Maestro,www.ebay.com,France,2019-05-17 10:53:30,97,Paris,TV
316.2,MasterCard,www.flipkart.com,Israel,2019-05-17 22:30:59,98,Jerusalem,Wrist Band
15.3,Visa,www.amazon.com,Israel,2019-05-17 21:03:06,99,Jerusalem,Wrist Watch
101.51,Maestro,www.ebay.com,Singapore,2019-05-17 19:16:10,100,Singapore,Desktop Computer
437.41,MasterCard,www.ebay.com,United Kingdom,2019-05-17 19:07:27,101,London,Desktop Computer
279.13,Maestro,www.snapdeal.com,United Kingdom,2019-05-17 02:08:00,102,London,Laptop
378.83,MasterCard,www.flipkart.com,Inida,2019-05-17 18:05:04,103,New Delhi,HDMI Cable
522.53,Maestro,www.flipkart.com,United Kingdom,2019-05-17 18:41:10,104,London,TV
97.6,MasterCard,www.snapdeal.com,Thailand,2019-05-17 19:59:19,105,Bangkok,Wrist Band
87.63,Visa,www.amazon.com,India,2019-05-17 09:29:16,106,Mumbai,Laptop
173.47,Visa,www.snapdeal.com,Thailand,2019-05-17 23:53:13,107,Bangkok,Desktop Computer
299.26,MasterCard,www.amazon.com,United Kingdom,2019-05-17 12:24:55,108,London,LAN Cable
112.37,Maestro,www.ebay.com,France,2019-05-17 08:57:30,109,Paris,Wrist Watch
491.88,Maestro,www.amazon.com,India,2019-05-17 05:49:59,110,Chennai,TV Stand
9.98,Maestro,www.flipkart.com,India,2019-05-17 14:01:44,111,Kolkata,Desktop Computer
454.48,Visa,www.snapdeal.com,United States,2019-05-17 10:40:05,112,New York City,Laptop
32.63,Visa,www.snapdeal.com,India,2019-05-17 15:23:13,113,Kolkata,LAN Cable
69.91,Maestro,www.snapdeal.com,India,2019-05-17 10:37:07,114,Pune,HDMI Cable
450.2,Maestro,www.ebay.com,India,2019-05-17 06:50:01,115,Pune,Pen Drive
109.73,MasterCard,www.amazon.com,Inida,2019-05-17 22:12:34,116,New Delhi,TV
274.41,MasterCard,www.ebay.com,United States,2019-05-17 09:31:25,117,New York City,TV Stand
425.02,Maestro,www.ebay.com,Singapore,2019-05-17 18:17:37,118,Singapore,Laptop
501.79,Visa,www.amazon.com,France,2019-05-17 23:58:23,119,Paris,Wrist Watch
351.89,MasterCard,www.ebay.com,United States,2019-05-17 07:00:41,120,New York City,External Hard Drive
339.59,Visa,www.ebay.com,Israel,2019-05-17 03:18:27,121,Jerusalem,Text Books
15.09,Visa,www.amazon.com,India,2019-05-17 17:33:14,122,Bangalore,LAN Cable
169.15,MasterCard,www.amazon.com,India,2019-05-17 23:01:04,123,Hyderabad,Wrist Watch
184.03,MasterCard,www.amazon.com,France,2019-05-17 02:19:01,124,Paris,TV Stand
47.94,Visa,www.ebay.com,India,2019-05-17 18:11:21,125,Chennai,HDMI Cable
56.93,Visa,www.snapdeal.com,India,2019-05-17 23:12:31,126,Kolkata,Mobile Phone
462.63,MasterCard,www.snapdeal.com,India,2019-05-17 14:42:41,127,Hyderabad,TV Stand
43.94,MasterCard,www.snapdeal.com,United States,2019-05-17 07:38:36,128,New York City,Wrist Band
218.54,Visa,www.amazon.com,Italy,2019-05-17 09:11:16,129,Rome,Wrist Band
263.85,Visa,www.flipkart.com,Italy,2019-05-17 22:58:29,130,Rome,Desktop Computer
116.11,MasterCard,www.amazon.com,Israel,2019-05-17 14:31:07,131,Jerusalem,Pen Drive
327.88,MasterCard,www.amazon.com,India,2019-05-17 08:21:29,132,Hyderabad,TV
398.61,Maestro,www.snapdeal.com,United Kingdom,2019-05-17 05:41:07,133,London,Mobile Phone
386.93,Maestro,www.amazon.com,India,2019-05-17 09:41:17,134,Kolkata,External Hard Drive
316.56,MasterCard,www.snapdeal.com,India,2019-05-17 14:05:59,135,Kolkata,External Hard Drive
493.69,Visa,www.ebay.com,Inida,2019-05-17 06:27:16,136,New Delhi,Pen Drive
332.33,Maestro,www.amazon.com,India,2019-05-17 13:48:53,137,Hyderabad,TV Stand
74.29,Maestro,www.snapdeal.com,India,2019-05-17 12:53:20,138,Pune,TV Stand
96.84,Maestro,www.snapdeal.com,Israel,2019-05-17 17:02:00,139,Jerusalem,Wrist Band
257.62,Maestro,www.ebay.com,India,2019-05-17 19:43:02,140,Chennai,Text Books
173.87,MasterCard,www.snapdeal.com,France,2019-05-17 20:13:03,141,Paris,TV Stand
438.72,MasterCard,www.ebay.com,India,2019-05-17 00:19:36,142,Hyderabad,Wrist Band
18.28,MasterCard,www.ebay.com,India,2019-05-17 01:13:11,143,Bangalore,Desktop Computer
473.89,MasterCard,www.flipkart.com,Inida,2019-05-17 04:32:32,144,New Delhi,External Hard Drive
214.68,Maestro,www.snapdeal.com,India,2019-05-17 07:45:28,145,Hyderabad,External Hard Drive
6.11,Visa,www.snapdeal.com,Inida,2019-05-17 01:50:47,146,New Delhi,Desktop Computer
484.86,Maestro,www.ebay.com,India,2019-05-17 06:32:15,147,Mumbai,LAN Cable
41.14,Visa,www.ebay.com,India,2019-05-17 08:43:39,148,Kolkata,Mobile Phone
528.83,Visa,www.snapdeal.com,India,2019-05-17 01:03:17,149,Bangalore,Pen Drive
255.58,MasterCard,www.ebay.com,India,2019-05-17 02:34:44,150,Kolkata,Desktop Computer
213.38,MasterCard,www.snapdeal.com,Italy,2019-05-17 08:02:57,151,Rome,Desktop Computer
68.74,Visa,www.snapdeal.com,France,2019-05-17 23:40:19,152,Paris,HDMI Cable
171.02,Visa,www.amazon.com,India,2019-05-17 19:59:29,153,Hyderabad,Wrist Band
188.16,Maestro,www.flipkart.com,United States,2019-05-17 01:26:41,154,New York City,Wrist Band
154.78,Visa,www.snapdeal.com,India,2019-05-17 16:31:16,155,Bangalore,LAN Cable
255.48,MasterCard,www.flipkart.com,United Kingdom,2019-05-17 21:03:05,156,London,Mobile Phone
505.68,Maestro,www.ebay.com,India,2019-05-17 23:59:05,157,Kolkata,Text Books
378.18,Visa,www.ebay.com,United Kingdom,2019-05-17 01:20:09,158,London,Text Books
553.2,Visa,www.snapdeal.com,India,2019-05-17 11:14:50,159,Chennai,Pen Drive
479.01,Visa,www.flipkart.com,Thailand,2019-05-17 12:18:07,160,Bangkok,TV Stand
242.53,Visa,www.flipkart.com,Thailand,2019-05-17 18:47:06,161,Bangkok,External Hard Drive
416.49,MasterCard,www.snapdeal.com,Italy,2019-05-17 01:25:10,162,Rome,Wrist Band
183.02,Visa,www.flipkart.com,Israel,2019-05-17 03:19:34,163,Jerusalem,LAN Cable
243.22,MasterCard,www.snapdeal.com,India,2019-05-17 11:05:11,164,Pune,External Hard Drive
112.25,Visa,www.flipkart.com,India,2019-05-17 04:45:53,165,Mumbai,External Hard Drive
460.68,MasterCard,www.amazon.com,United Kingdom,2019-05-17 04:03:25,166,London,Mobile Phone
495.84,Visa,www.amazon.com,United Kingdom,2019-05-17 02:44:13,167,London,TV Stand
233.36,Maestro,www.ebay.com,Italy,2019-05-17 06:41:51,168,Rome,Pen Drive
239.28,Maestro,www.snapdeal.com,India,2019-05-17 22:04:50,169,Pune,Desktop Computer
448.87,Visa,www.amazon.com,India,2019-05-17 19:57:03,170,Chennai,LAN Cable
139.16,Visa,www.amazon.com,United States,2019-05-17 22:21:18,171,New York City,External Hard Drive
257.4,MasterCard,www.amazon.com,United Kingdom,2019-05-17 17:09:20,172,London,LAN Cable
101.72,Visa,www.amazon.com,India,2019-05-17 18:19:10,173,Hyderabad,Desktop Computer
263.37,Maestro,www.flipkart.com,India,2019-05-17 07:22:13,174,Chennai,Text Books
41.47,MasterCard,www.snapdeal.com,Italy,2019-05-17 20:26:20,175,Rome,HDMI Cable
458.84,Visa,www.ebay.com,Singapore,2019-05-17 03:44:46,176,Singapore,LAN Cable
453.43,Maestro,www.ebay.com,India,2019-05-17 23:27:18,177,Hyderabad,Laptop
513.94,Visa,www.flipkart.com,India,2019-05-17 01:56:45,178,Bangalore,Mobile Phone
224.19,Maestro,www.ebay.com,Italy,2019-05-17 12:46:10,179,Rome,Laptop
431.9,MasterCard,www.snapdeal.com,Israel,2019-05-17 20:41:37,180,Jerusalem,Text Books
443.48,Maestro,www.flipkart.com,United Kingdom,2019-05-17 19:58:27,181,London,Text Books
375.91,Maestro,www.amazon.com,Singapore,2019-05-17 22:08:24,182,Singapore,LAN Cable
256.46,MasterCard,www.snapdeal.com,India,2019-05-17 06:58:43,183,Kolkata,Pen Drive
190.22,MasterCard,www.ebay.com,Thailand,2019-05-17 01:46:31,184,Bangkok,TV Stand
285.28,MasterCard,www.ebay.com,India,2019-05-17 06:28:19,185,Hyderabad,Mobile Phone
75.12,Maestro,www.ebay.com,India,2019-05-17 17:19:39,186,Kolkata,Laptop
119.22,Visa,www.flipkart.com,Israel,2019-05-17 19:52:29,187,Jerusalem,Wrist Watch
225.91,Maestro,www.amazon.com,United Kingdom,2019-05-17 06:51:56,188,London,Text Books
503.05,MasterCard,www.amazon.com,India,2019-05-17 19:25:30,189,Pune,Wrist Watch
21.49,MasterCard,www.ebay.com,United States,2019-05-17 02:13:25,190,New York City,LAN Cable
369.3,Visa,www.snapdeal.com,India,2019-05-17 19:57:34,191,Mumbai,Mobile Phone
234.65,Visa,www.amazon.com,India,2019-05-17 18:54:04,192,Hyderabad,TV
484.33,Maestro,www.flipkart.com,Israel,2019-05-17 07:50:35,193,Jerusalem,HDMI Cable
495.08,Visa,www.snapdeal.com,Singapore,2019-05-17 08:27:47,194,Singapore,External Hard Drive
188.24,MasterCard,www.snapdeal.com,India,2019-05-17 03:41:44,195,Hyderabad,Desktop Computer
337.02,Maestro,www.amazon.com,India,2019-05-17 21:21:00,196,Bangalore,Mobile Phone
22.0,Maestro,www.amazon.com,India,2019-05-17 10:52:20,197,Bangalore,TV
417.09,Maestro,www.snapdeal.com,Inida,2019-05-17 06:26:24,198,New Delhi,TV Stand
237.49,Visa,www.snapdeal.com,Italy,2019-05-17 22:17:37,199,Rome,LAN Cable
226.0,MasterCard,www.snapdeal.com,United States,2019-05-17 10:23:46,200,New York City,Pen Drive
449.13,Maestro,www.snapdeal.com,India,2019-05-17 16:38:46,201,Hyderabad,Wrist Band
513.43,Maestro,www.ebay.com,Italy,2019-05-17 17:15:54,202,Rome,TV Stand
373.28,Visa,www.amazon.com,India,2019-05-17 18:54:30,203,Pune,Wrist Band
22.36,Maestro,www.amazon.com,United States,2019-05-17 12:35:52,204,New York City,TV
149.88,Maestro,www.flipkart.com,India,2019-05-17 19:26:55,205,Chennai,Pen Drive
257.5,Visa,www.flipkart.com,India,2019-05-17 00:50:14,206,Bangalore,HDMI Cable
409.43,Maestro,www.flipkart.com,Israel,2019-05-17 06:18:09,207,Jerusalem,LAN Cable
458.39,Visa,www.snapdeal.com,United States,2019-05-17 03:23:12,208,New York City,TV
118.13,MasterCard,www.flipkart.com,India,2019-05-17 12:56:01,209,Kolkata,Mobile Phone
502.15,Maestro,www.amazon.com,Thailand,2019-05-17 21:29:35,210,Bangkok,Text Books
286.05,MasterCard,www.ebay.com,India,2019-05-17 14:28:30,211,Mumbai,Wrist Watch
254.47,MasterCard,www.flipkart.com,United Kingdom,2019-05-17 17:13:50,212,London,Wrist Band
461.31,Visa,www.ebay.com,Inida,2019-05-17 22:01:06,213,New Delhi,TV Stand
214.18,Maestro,www.snapdeal.com,India,2019-05-17 01:03:24,214,Chennai,External Hard Drive
525.36,Visa,www.amazon.com,France,2019-05-17 14:10:01,215,Paris,External Hard Drive
345.55,Maestro,www.amazon.com,India,2019-05-17 19:52:01,216,Pune,Laptop
377.13,MasterCard,www.amazon.com,Israel,2019-05-17 21:40:57,217,Jerusalem,TV
234.56,Visa,www.snapdeal.com,Inida,2019-05-17 00:23:26,218,New Delhi,Text Books
449.38,Visa,www.amazon.com,India,2019-05-17 01:45:15,219,Mumbai,Mobile Phone
205.36,Maestro,www.amazon.com,India,2019-05-17 01:57:08,220,Chennai,Mobile Phone
9.05,Visa,www.amazon.com,India,2019-05-17 06:52:01,221,Mumbai,Wrist Band
397.45,Visa,www.amazon.com,Israel,2019-05-17 18:26:05,222,Jerusalem,LAN Cable
131.16,MasterCard,www.amazon.com,Inida,2019-05-17 12:45:05,223,New Delhi,Laptop
177.53,Visa,www.ebay.com,Inida,2019-05-17 07:29:22,224,New Delhi,HDMI Cable
407.35,MasterCard,www.amazon.com,Italy,2019-05-17 09:40:19,225,Rome,Wrist Watch
283.74,MasterCard,www.ebay.com,India,2019-05-17 08:56:55,226,Kolkata,LAN Cable
34.02,Visa,www.flipkart.com,Inida,2019-05-17 23:05:46,227,New Delhi,Desktop Computer
138.7,Visa,www.amazon.com,India,2019-05-17 02:45:09,228,Pune,Desktop Computer
435.31,Maestro,www.flipkart.com,India,2019-05-17 00:58:59,229,Pune,External Hard Drive
525.41,MasterCard,www.flipkart.com,India,2019-05-17 15:48:02,230,Chennai,Wrist Watch
80.42,Maestro,www.snapdeal.com,Israel,2019-05-17 10:10:29,231,Jerusalem,TV
492.95,Visa,www.amazon.com,Thailand,2019-05-17 05:06:48,232,Bangkok,Desktop Computer
321.87,Visa,www.flipkart.com,India,2019-05-17 22:31:02,233,Bangalore,Text Books
143.19,MasterCard,www.amazon.com,United States,2019-05-17 19:23:09,234,New York City,Desktop Computer
44.18,Visa,www.flipkart.com,Thailand,2019-05-17 18:21:10,235,Bangkok,External Hard Drive
315.81,MasterCard,www.flipkart.com,India,2019-05-17 12:40:19,236,Bangalore,Text Books
84.09,Maestro,www.amazon.com,India,2019-05-17 18:26:25,237,Bangalore,LAN Cable
94.02,MasterCard,www.amazon.com,India,2019-05-17 19:09:40,238,Chennai,LAN Cable
408.27,MasterCard,www.flipkart.com,United Kingdom,2019-05-17 09:42:16,239,London,HDMI Cable
437.62,MasterCard,www.flipkart.com,United Kingdom,2019-05-17 19:47:16,240,London,HDMI Cable
333.36,Maestro,www.amazon.com,India,2019-05-17 05:19:18,241,Hyderabad,TV
185.74,Maestro,www.flipkart.com,Inida,2019-05-17 00:40:56,242,New Delhi,Mobile Phone
178.32,MasterCard,www.ebay.com,United States,2019-05-17 22:53:59,243,New York City,Laptop
139.07,Visa,www.snapdeal.com,India,2019-05-17 06:43:12,244,Pune,Text Books
349.86,Visa,www.snapdeal.com,Singapore,2019-05-17 04:58:50,245,Singapore,LAN Cable
151.3,MasterCard,www.amazon.com,France,2019-05-17 20:47:14,246,Paris,Wrist Watch
379.3,Visa,www.ebay.com,India,2019-05-17 17:28:23,247,Chennai,Mobile Phone
385.22,Maestro,www.snapdeal.com,Singapore,2019-05-17 15:01:46,248,Singapore,Mobile Phone
129.04,Visa,www.flipkart.com,Inida,2019-05-17 18:08:53,249,New Delhi,Laptop
472.4,MasterCard,www.snapdeal.com,India,2019-05-17 15:38:11,250,Chennai,HDMI Cable
69.81,Maestro,www.ebay.com,Thailand,2019-05-17 08:49:00,251,Bangkok,Pen Drive
555.47,Visa,www.flipkart.com,Italy,2019-05-17 08:45:54,252,Rome,Wrist Band
224.26,Visa,www.amazon.com,Thailand,2019-05-17 17:36:53,253,Bangkok,TV Stand
101.75,MasterCard,www.amazon.com,India,2019-05-17 04:17:29,254,Mumbai,Mobile Phone
479.35,Visa,www.flipkart.com,United Kingdom,2019-05-17 03:10:37,255,London,Wrist Band
264.01,MasterCard,www.snapdeal.com,France,2019-05-17 07:59:43,256,Paris,LAN Cable
109.01,Visa,www.ebay.com,Singapore,2019-05-17 15:48:57,257,Singapore,HDMI Cable
171.53,Maestro,www.amazon.com,Italy,2019-05-17 21:56:56,258,Rome,Pen Drive
370.77,Visa,www.snapdeal.com,Israel,2019-05-17 00:55:07,259,Jerusalem,Pen Drive
434.72,MasterCard,www.snapdeal.com,India,2019-05-17 11:03:50,260,Hyderabad,Text Books
314.09,Maestro,www.snapdeal.com,United Kingdom,2019-05-17 13:53:12,261,London,HDMI Cable
63.11,MasterCard,www.flipkart.com,Inida,2019-05-17 22:40:12,262,New Delhi,Desktop Computer
360.97,Visa,www.flipkart.com,India,2019-05-17 17:10:57,263,Kolkata,Wrist Watch
96.47,MasterCard,www.snapdeal.com,India,2019-05-17 19:03:16,264,Kolkata,HDMI Cable
119.58,Maestro,www.amazon.com,Thailand,2019-05-17 20:28:28,265,Bangkok,Mobile Phone
326.97,Maestro,www.flipkart.com,Singapore,2019-05-17 08:06:32,266,Singapore,Mobile Phone
473.38,MasterCard,www.amazon.com,United Kingdom,2019-05-17 13:56:15,267,London,Pen Drive
54.64,MasterCard,www.amazon.com,India,2019-05-17 21:30:25,268,Chennai,TV Stand
172.21,Visa,www.flipkart.com,India,2019-05-17 12:04:51,269,Bangalore,Pen Drive
306.89,MasterCard,www.snapdeal.com,Inida,2019-05-17 06:00:15,270,New Delhi,TV
311.03,Visa,www.flipkart.com,India,2019-05-17 07:35:26,271,Bangalore,Text Books
537.87,Maestro,www.ebay.com,Thailand,2019-05-17 16:34:16,272,Bangkok,LAN Cable
217.86,Visa,www.flipkart.com,Italy,2019-05-17 00:59:56,273,Rome,TV
148.69,Visa,www.amazon.com,India,2019-05-17 00:06:11,274,Chennai,Wrist Watch
427.3,MasterCard,www.flipkart.com,India,2019-05-17 00:34:47,275,Bangalore,Wrist Watch
135.9,Maestro,www.ebay.com,United States,2019-05-17 16:50:53,276,New York City,External Hard Drive
255.12,MasterCard,www.amazon.com,Inida,2019-05-17 10:11:19,277,New Delhi,Wrist Watch
36.65,Visa,www.flipkart.com,Italy,2019-05-17 17:33:37,278,Rome,Wrist Watch
239.25,MasterCard,www.amazon.com,India,2019-05-17 20:50:15,279,Kolkata,Text Books
295.73,MasterCard,www.amazon.com,United Kingdom,2019-05-17 13:27:27,280,London,Wrist Watch
395.54,MasterCard,www.amazon.com,India,2019-05-17 20:27:28,281,Bangalore,Pen Drive
359.13,Maestro,www.amazon.com,India,2019-05-17 10:02:25,282,Hyderabad,Laptop
279.87,Maestro,www.ebay.com,France,2019-05-17 17:26:59,283,Paris,Mobile Phone
533.92,Maestro,www.ebay.com,France,2019-05-17 05:29:01,284,Paris,TV Stand
348.32,Visa,www.snapdeal.com,United States,2019-05-17 19:37:01,285,New York City,Text Books
114.77,MasterCard,www.amazon.com,India,2019-05-17 06:08:05,286,Hyderabad,Mobile Phone
249.8,MasterCard,www.amazon.com,India,2019-05-17 23:18:05,287,Kolkata,Wrist Watch
513.98,Maestro,www.amazon.com,India,2019-05-17 07:47:07,288,Bangalore,Mobile Phone
398.76,MasterCard,www.flipkart.com,Singapore,2019-05-17 08:19:09,289,Singapore,Desktop Computer
