transaction_amount,transaction_card_type,transaction_ecommerce_website_name,transaction_country_name,transaction_datetime,transaction_id,transaction_city_name,transaction_product_name
90.76,Maestro,www.amazon.com,Inida,18-05-2019 20:02,1042,New Delhi,Laptop
504.12,MasterCard,www.ebay.com,Israel,18-05-2019 09:57,1043,Jerusalem,Pen Drive
242.25,Maestro,www.snapdeal.com,United Kingdom,18-05-2019 08:36,1044,London,HDMI Cable
543.3,Maestro,www.flipkart.com,United Kingdom,18-05-2019 04:46,1045,London,HDMI Cable
422.24,MasterCard,www.amazon.com,Singapore,18-05-2019 05:39,1046,Singapore,TV Stand
191.2,MasterCard,www.snapdeal.com,India,18-05-2019 14:58,1047,Kolkata,TV
251.32,MasterCard,www.snapdeal.com,United States,18-05-2019 18:17,1048,New York City,Text Books
53.75,Visa,www.ebay.com,India,18-05-2019 05:20,1049,Chennai,LAN Cable
267.96,Maestro,www.amazon.com,France,18-05-2019 18:19,1050,Paris,Pen Drive
456.46,Maestro,www.ebay.com,India,18-05-2019 04:05,1051,Chennai,TV Stand
214.49,Visa,www.flipkart.com,India,18-05-2019 10:58,1052,Mumbai,Pen Drive
67.66,Visa,www.snapdeal.com,Italy,18-05-2019 09:31,1053,Rome,LAN Cable
248.77,Maestro,www.amazon.com,India,18-05-2019 05:47,1054,Pune,External Hard Drive
550.99,Maestro,www.flipkart.com,Thailand,18-05-2019 20:36,1055,Bangkok,Laptop
481.53,MasterCard,www.ebay.com,United Kingdom,18-05-2019 17:07,1056,London,External Hard Drive
429.08,Visa,www.amazon.com,France,18-05-2019 19:55,1057,Paris,External Hard Drive
446.45,MasterCard,www.ebay.com,Israel,18-05-2019 14:00,1058,Jerusalem,TV Stand
84.21,Visa,www.ebay.com,France,18-05-2019 20:19,1059,Paris,Laptop
359.92,Maestro,www.ebay.com,India,18-05-2019 14:44,1060,Bangalore,Desktop Computer
250.84,Maestro,www.ebay.com,Israel,18-05-2019 07:36,1061,Jerusalem,Laptop
139.68,Maestro,www.ebay.com,India,18-05-2019 07:19,1062,Bangalore,Laptop
234.42,Visa,www.flipkart.com,India,18-05-2019 14:30,1063,Mumbai,HDMI Cable
122.16,MasterCard,www.ebay.com,India,18-05-2019 20:10,1064,Chennai,External Hard Drive
178.15,MasterCard,www.ebay.com,France,18-05-2019 02:46,1065,Paris,Wrist Watch
89.7,Maestro,www.snapdeal.com,Thailand,18-05-2019 09:26,1066,Bangkok,LAN Cable
66.08,MasterCard,www.amazon.com,India,18-05-2019 03:41,1067,Hyderabad,LAN Cable
204.09,Visa,www.ebay.com,Inida,18-05-2019 00:36,1068,New Delhi,LAN Cable
317.05,Maestro,www.amazon.com,India,18-05-2019 12:02,1069,Kolkata,Pen Drive
27.39,MasterCard,www.flipkart.com,Singapore,18-05-2019 06:24,1070,Singapore,Laptop
160.36,MasterCard,www.amazon.com,Singapore,18-05-2019 09:22,1071,Singapore,Wrist Watch
442.28,MasterCard,www.flipkart.com,India,18-05-2019 11:08,1072,Chennai,Laptop
381.54,MasterCard,www.amazon.com,Italy,18-05-2019 07:32,1073,Rome,Text Books
398.33,Maestro,www.snapdeal.com,United Kingdom,18-05-2019 17:17,1074,London,Desktop Computer
353.54,MasterCard,www.ebay.com,United States,18-05-2019 20:16,1075,New York City,HDMI Cable
159.47,Maestro,www.amazon.com,Inida,18-05-2019 03:27,1076,New Delhi,External Hard Drive
501.4,MasterCard,www.amazon.com,India,18-05-2019 23:20,1077,Bangalore,LAN Cable
432.24,MasterCard,www.flipkart.com,India,18-05-2019 09:17,1078,Mumbai,Wrist Watch
332.72,Visa,www.snapdeal.com,Italy,18-05-2019 18:33,1079,Rome,LAN Cable
72.4,Visa,www.ebay.com,France,18-05-2019 03:33,1080,Paris,TV
126.25,MasterCard,www.snapdeal.com,France,18-05-2019 22:23,1081,Paris,Wrist Band
324.22,MasterCard,www.snapdeal.com,India,18-05-2019 00:14,1082,Bangalore,Pen Drive
489.7,Maestro,www.amazon.com,United States,18-05-2019 17:45,1083,New York City,Wrist Band
41.43,Visa,www.amazon.com,United States,18-05-2019 21:59,1084,New York City,TV
193.81,Visa,www.ebay.com,France,18-05-2019 07:04,1085,Paris,Wrist Watch
300.19,Maestro,www.amazon.com,India,18-05-2019 20:32,1086,Kolkata,Wrist Band
382.65,Visa,www.amazon.com,India,18-05-2019 05:56,1087,Chennai,Desktop Computer
551.7,MasterCard,www.snapdeal.com,France,18-05-2019 19:21,1088,Paris,TV Stand
35.67,Visa,www.snapdeal.com,India,18-05-2019 04:23,1089,Chennai,Desktop Computer
177.36,Maestro,www.ebay.com,India,18-05-2019 07:20,1090,Kolkata,External Hard Drive
407.02,Visa,www.amazon.com,Inida,18-05-2019 00:25,1091,New Delhi,Pen Drive
347.8,Visa,www.amazon.com,Singapore,18-05-2019 18:10,1092,Singapore,External Hard Drive
183.59,MasterCard,www.flipkart.com,United States,18-05-2019 21:27,1093,New York City,TV
129.35,MasterCard,www.amazon.com,Singapore,18-05-2019 04:59,1094,Singapore,Pen Drive
113.73,Visa,www.flipkart.com,Singapore,18-05-2019 17:23,1095,Singapore,Wrist Band
540.8,Maestro,www.snapdeal.com,United Kingdom,18-05-2019 01:27,1096,London,External Hard Drive
509.34,Maestro,www.amazon.com,United States,18-05-2019 11:38,1097,New York City,HDMI Cable
535.12,Maestro,www.ebay.com,France,18-05-2019 12:30,1098,Paris,Pen Drive
63.38,Maestro,www.flipkart.com,India,18-05-2019 07:03,1099,Bangalore,Wrist Watch
118.07,MasterCard,www.amazon.com,Singapore,18-05-2019 06:49,1100,Singapore,External Hard Drive
224.12,Maestro,www.ebay.com,United States,18-05-2019 16:47,1101,New York City,HDMI Cable
59.68,Maestro,www.amazon.com,Italy,18-05-2019 05:44,1102,Rome,Desktop Computer
223.99,Maestro,www.flipkart.com,India,18-05-2019 16:47,1103,Hyderabad,Pen Drive
81.92,MasterCard,www.amazon.com,Israel,18-05-2019 16:15,1104,Jerusalem,Wrist Watch
320.48,Visa,www.flipkart.com,Israel,18-05-2019 12:47,1105,Jerusalem,Desktop Computer
191.1,MasterCard,www.amazon.com,India,18-05-2019 21:27,1106,Bangalore,External Hard Drive
286.64,Visa,www.amazon.com,Inida,18-05-2019 06:23,1107,New Delhi,Laptop
541.2,Visa,www.snapdeal.com,France,18-05-2019 17:04,1108,Paris,Wrist Watch
47.06,Visa,www.snapdeal.com,Singapore,18-05-2019 22:48,1109,Singapore,Text Books
482.37,Visa,www.snapdeal.com,Israel,18-05-2019 21:42,1110,Jerusalem,Pen Drive
159.47,MasterCard,www.snapdeal.com,United Kingdom,18-05-2019 01:33,1111,London,LAN Cable
130.2,Visa,www.ebay.com,India,18-05-2019 03:38,1112,Chennai,LAN Cable
314.73,MasterCard,www.flipkart.com,India,18-05-2019 15:36,1113,Bangalore,Pen Drive
264.73,Visa,www.amazon.com,France,18-05-2019 03:23,1114,Paris,Laptop
261.28,MasterCard,www.ebay.com,India,18-05-2019 16:35,1115,Chennai,Pen Drive
332.03,Maestro,www.amazon.com,Thailand,18-05-2019 11:45,1116,Bangkok,Wrist Watch
109.37,Maestro,www.snapdeal.com,Israel,18-05-2019 06:49,1117,Jerusalem,Desktop Computer
114.13,Maestro,www.ebay.com,India,18-05-2019 22:02,1118,Hyderabad,Wrist Watch
227.67,Visa,www.amazon.com,India,18-05-2019 16:17,1119,Kolkata,TV
19.53,Maestro,www.snapdeal.com,Singapore,18-05-2019 12:30,1120,Singapore,Text Books
503.74,Visa,www.ebay.com,United Kingdom,18-05-2019 17:23,1121,London,LAN Cable
449.98,MasterCard,www.flipkart.com,Italy,18-05-2019 05:40,1122,Rome,TV Stand
389.84,Visa,www.ebay.com,India,18-05-2019 07:57,1123,Kolkata,Wrist Watch
39.38,MasterCard,www.ebay.com,India,18-05-2019 22:31,1124,Pune,Pen Drive
319.65,MasterCard,www.snapdeal.com,India,18-05-2019 00:27,1125,Bangalore,Wrist Watch
290.43,Maestro,www.ebay.com,Thailand,18-05-2019 13:38,1126,Bangkok,Desktop Computer
159.46,Visa,www.snapdeal.com,India,18-05-2019 13:38,1127,Pune,Pen Drive
496.36,MasterCard,www.flipkart.com,United Kingdom,18-05-2019 02:27,1128,London,External Hard Drive
23.38,Visa,www.flipkart.com,Israel,18-05-2019 12:53,1129,Jerusalem,Desktop Computer
108.17,MasterCard,www.amazon.com,India,18-05-2019 18:40,1130,Hyderabad,TV
45.5,MasterCard,www.flipkart.com,United Kingdom,18-05-2019 06:57,1131,London,Pen Drive
353.86,Maestro,www.snapdeal.com,Italy,18-05-2019 12:53,1132,Rome,HDMI Cable
311.44,MasterCard,www.ebay.com,Inida,18-05-2019 08:12,1133,New Delhi,TV
28.14,Maestro,www.amazon.com,United Kingdom,18-05-2019 21:04,1134,London,HDMI Cable
143.48,Maestro,www.ebay.com,Italy,18-05-2019 15:19,1135,Rome,LAN Cable
182.61,Maestro,www.flipkart.com,United States,18-05-2019 19:50,1136,New York City,Laptop
337.3,MasterCard,www.ebay.com,Singapore,18-05-2019 05:51,1137,Singapore,Desktop Computer
237.81,MasterCard,www.ebay.com,India,18-05-2019 18:42,1138,Chennai,Pen Drive
505.4,Visa,www.flipkart.com,Inida,18-05-2019 07:27,1139,New Delhi,Text Books
265.48,MasterCard,www.ebay.com,Israel,18-05-2019 14:04,1140,Jerusalem,TV
80.09,MasterCard,www.flipkart.com,United States,18-05-2019 10:33,1141,New York City,External Hard Drive
209.31,MasterCard,www.ebay.com,India,18-05-2019 19:18,1142,Pune,Wrist Band
521.05,Maestro,www.amazon.com,United States,18-05-2019 19:49,1143,New York City,LAN Cable
103.95,Visa,www.ebay.com,United States,18-05-2019 23:38,1144,New York City,LAN Cable
297.59,Maestro,www.ebay.com,India,18-05-2019 19:18,1145,Kolkata,External Hard Drive
269.26,MasterCard,www.ebay.com,India,18-05-2019 15:41,1146,Kolkata,HDMI Cable
451.99,Visa,www.amazon.com,India,18-05-2019 14:55,1147,Chennai,HDMI Cable
401.3,Maestro,www.flipkart.com,Singapore,18-05-2019 18:35,1148,Singapore,Wrist Watch
352.79,MasterCard,www.flipkart.com,India,18-05-2019 04:45,1149,Kolkata,Desktop Computer
554.08,Visa,www.ebay.com,United Kingdom,18-05-2019 16:13,1150,London,HDMI Cable
298.91,MasterCard,www.snapdeal.com,Thailand,18-05-2019 09:43,1151,Bangkok,HDMI Cable
12.6,MasterCard,www.snapdeal.com,India,18-05-2019 10:33,1152,Bangalore,Pen Drive
272.99,MasterCard,www.ebay.com,India,18-05-2019 22:29,1153,Kolkata,Laptop
102.29,MasterCard,www.amazon.com,India,18-05-2019 16:54,1154,Pune,Pen Drive
178.2,MasterCard,www.flipkart.com,India,18-05-2019 20:59,1155,Mumbai,External Hard Drive
32.89,MasterCard,www.amazon.com,India,18-05-2019 07:16,1156,Chennai,HDMI Cable
197.24,Visa,www.amazon.com,Italy,18-05-2019 09:07,1157,Rome,HDMI Cable
95.46,Visa,www.amazon.com,Italy,18-05-2019 00:16,1158,Rome,TV Stand
76,Maestro,www.amazon.com,United Kingdom,18-05-2019 03:11,1159,London,TV
463.89,Visa,www.flipkart.com,Inida,18-05-2019 01:06,1160,New Delhi,TV
514.12,Visa,www.flipkart.com,Thailand,18-05-2019 00:00,1161,Bangkok,Desktop Computer
38.23,MasterCard,www.snapdeal.com,Israel,18-05-2019 20:45,1162,Jerusalem,Pen Drive
37.36,Maestro,www.flipkart.com,India,18-05-2019 09:52,1163,Mumbai,Desktop Computer
373.09,Visa,www.ebay.com,Israel,18-05-2019 05:27,1164,Jerusalem,Mobile Phone
393.35,MasterCard,www.ebay.com,India,18-05-2019 17:13,1165,Mumbai,Text Books
498.55,MasterCard,www.ebay.com,India,18-05-2019 05:11,1166,Bangalore,Pen Drive
152.49,Visa,www.flipkart.com,India,18-05-2019 18:13,1167,Chennai,HDMI Cable
382.98,Maestro,www.ebay.com,India,18-05-2019 03:53,1168,Kolkata,TV
249.39,Maestro,www.amazon.com,Singapore,18-05-2019 13:57,1169,Singapore,Laptop
137.43,Visa,www.flipkart.com,Israel,18-05-2019 18:15,1170,Jerusalem,Wrist Band
23.26,Maestro,www.snapdeal.com,Singapore,18-05-2019 06:59,1171,Singapore,Pen Drive
90.29,Maestro,www.ebay.com,India,18-05-2019 03:31,1172,Mumbai,Pen Drive
369.49,Visa,www.amazon.com,United Kingdom,18-05-2019 03:18,1173,London,Wrist Watch
431.31,Maestro,www.amazon.com,India,18-05-2019 16:29,1174,Chennai,Wrist Band
464.2,Maestro,www.flipkart.com,Thailand,18-05-2019 01:54,1175,Bangkok,TV Stand
30.35,Maestro,www.ebay.com,India,18-05-2019 00:17,1176,Bangalore,Text Books
93.52,Visa,www.snapdeal.com,India,18-05-2019 18:11,1177,Kolkata,Desktop Computer
60.3,Maestro,www.amazon.com,India,18-05-2019 01:48,1178,Bangalore,TV
199.16,MasterCard,www.flipkart.com,Singapore,18-05-2019 11:39,1179,Singapore,LAN Cable
391.58,MasterCard,www.flipkart.com,France,18-05-2019 07:19,1180,Paris,Desktop Computer
218.37,Maestro,www.amazon.com,Israel,18-05-2019 04:52,1181,Jerusalem,Pen Drive
79.23,MasterCard,www.flipkart.com,Singapore,18-05-2019 15:17,1182,Singapore,Desktop Computer
169.21,Visa,www.amazon.com,India,18-05-2019 15:29,1183,Bangalore,TV
52.96,Visa,www.snapdeal.com,India,18-05-2019 13:21,1184,Mumbai,Laptop
229.52,Visa,www.flipkart.com,India,18-05-2019 03:11,1185,Kolkata,TV Stand
196.15,MasterCard,www.snapdeal.com,India,18-05-2019 11:09,1186,Kolkata,External Hard Drive
297.66,Visa,www.snapdeal.com,India,18-05-2019 14:19,1187,Bangalore,Text Books
166.82,MasterCard,www.flipkart.com,United Kingdom,18-05-2019 10:17,1188,London,Wrist Band
522.14,Maestro,www.flipkart.com,India,18-05-2019 10:13,1189,Hyderabad,TV
221.85,MasterCard,www.ebay.com,France,18-05-2019 22:09,1190,Paris,Text Books
522.59,Maestro,www.amazon.com,India,18-05-2019 20:49,1191,Chennai,TV Stand
378,Visa,www.snapdeal.com,India,18-05-2019 15:59,1192,Chennai,Pen Drive
151.49,MasterCard,www.amazon.com,India,18-05-2019 04:18,1193,Pune,TV Stand
470.25,Visa,www.snapdeal.com,Inida,18-05-2019 00:20,1194,New Delhi,TV
513.57,Maestro,www.snapdeal.com,Singapore,18-05-2019 20:11,1195,Singapore,Pen Drive
40.23,MasterCard,www.ebay.com,India,18-05-2019 02:36,1196,Pune,LAN Cable
69.61,MasterCard,www.ebay.com,India,18-05-2019 13:16,1197,Hyderabad,HDMI Cable
140.05,Maestro,www.ebay.com,India,18-05-2019 17:53,1198,Kolkata,Pen Drive
10.01,MasterCard,www.snapdeal.com,India,18-05-2019 17:01,1199,Bangalore,HDMI Cable
337.64,MasterCard,www.ebay.com,Israel,18-05-2019 12:13,1200,Jerusalem,Pen Drive
118.18,Visa,www.snapdeal.com,Thailand,18-05-2019 02:49,1201,Bangkok,Pen Drive
265.36,Maestro,www.flipkart.com,India,18-05-2019 02:27,1202,Kolkata,HDMI Cable
302.65,MasterCard,www.ebay.com,Singapore,18-05-2019 03:29,1203,Singapore,Wrist Band
98.42,Maestro,www.ebay.com,Inida,18-05-2019 05:58,1204,New Delhi,Wrist Watch
318.62,Visa,www.ebay.com,Singapore,18-05-2019 21:34,1205,Singapore,Mobile Phone
7.2,Visa,www.flipkart.com,India,18-05-2019 17:37,1206,Mumbai,Laptop
308.31,MasterCard,www.ebay.com,United States,18-05-2019 04:40,1207,New York City,Wrist Watch
179.62,Visa,www.ebay.com,India,18-05-2019 20:48,1208,Chennai,External Hard Drive
251.22,MasterCard,www.flipkart.com,India,18-05-2019 18:22,1209,Chennai,HDMI Cable
518.71,Visa,www.flipkart.com,India,18-05-2019 10:49,1210,Hyderabad,Wrist Watch
299.55,MasterCard,www.ebay.com,India,18-05-2019 12:07,1211,Chennai,Pen Drive
88.45,MasterCard,www.amazon.com,Inida,18-05-2019 04:36,1212,New Delhi,TV
270.26,Maestro,www.ebay.com,India,18-05-2019 04:53,1213,Chennai,Wrist Watch
91.8,Maestro,www.snapdeal.com,Thailand,18-05-2019 11:08,1214,Bangkok,TV Stand
100.39,Maestro,www.flipkart.com,Israel,18-05-2019 17:59,1215,Jerusalem,Wrist Band
301.46,Maestro,www.amazon.com,United States,18-05-2019 00:13,1216,New York City,Laptop
252.09,Maestro,www.ebay.com,India,18-05-2019 01:31,1217,Chennai,Text Books
452.08,MasterCard,www.flipkart.com,France,18-05-2019 17:51,1218,Paris,Laptop
482.71,Maestro,www.amazon.com,United Kingdom,18-05-2019 00:40,1219,London,Wrist Band
363.86,Maestro,www.flipkart.com,France,18-05-2019 20:05,1220,Paris,Wrist Watch
100.2,MasterCard,www.amazon.com,Singapore,18-05-2019 09:56,1221,Singapore,Pen Drive
227.99,Maestro,www.ebay.com,Inida,18-05-2019 09:55,1222,New Delhi,TV
449.3,MasterCard,www.flipkart.com,India,18-05-2019 09:00,1223,Pune,LAN Cable
369.52,Maestro,www.ebay.com,United States,18-05-2019 19:15,1224,New York City,LAN Cable
256.28,MasterCard,www.ebay.com,India,18-05-2019 06:22,1225,Kolkata,HDMI Cable
371.63,Maestro,www.flipkart.com,India,18-05-2019 02:21,1226,Bangalore,Text Books
242.7,MasterCard,www.flipkart.com,India,18-05-2019 18:54,1227,Chennai,Wrist Watch
273.39,Visa,www.flipkart.com,India,18-05-2019 13:20,1228,Kolkata,TV
176.18,Visa,www.snapdeal.com,India,18-05-2019 16:57,1229,Bangalore,Laptop
14.98,MasterCard,www.flipkart.com,Singapore,18-05-2019 21:01,1230,Singapore,External Hard Drive
228.45,Visa,www.snapdeal.com,United Kingdom,18-05-2019 18:33,1231,London,Text Books
276.44,Maestro,www.ebay.com,United States,18-05-2019 16:38,1232,New York City,TV
512,Maestro,www.ebay.com,United States,18-05-2019 04:35,1233,New York City,Desktop Computer
384.86,Maestro,www.flipkart.com,India,18-05-2019 17:15,1234,Mumbai,Wrist Band
7.07,Visa,www.snapdeal.com,India,18-05-2019 08:42,1235,Mumbai,Laptop
10.79,MasterCard,www.amazon.com,Inida,18-05-2019 10:59,1236,New Delhi,TV
59.36,Maestro,www.ebay.com,France,18-05-2019 08:30,1237,Paris,TV Stand
65.66,MasterCard,www.ebay.com,Italy,18-05-2019 02:15,1238,Rome,External Hard Drive
115.24,Visa,www.snapdeal.com,United Kingdom,18-05-2019 04:05,1239,London,TV Stand
486.41,Maestro,www.snapdeal.com,Israel,18-05-2019 09:46,1240,Jerusalem,Laptop
112.72,Maestro,www.flipkart.com,France,18-05-2019 22:29,1241,Paris,Wrist Watch
263.34,MasterCard,www.flipkart.com,Singapore,18-05-2019 22:57,1242,Singapore,TV Stand
290.06,MasterCard,www.snapdeal.com,India,18-05-2019 03:10,1243,Pune,TV
538.38,MasterCard,www.amazon.com,United States,18-05-2019 09:25,1244,New York City,TV
278.22,MasterCard,www.amazon.com,Inida,18-05-2019 11:16,1245,New Delhi,Wrist Band
508.6,MasterCard,www.flipkart.com,India,18-05-2019 05:22,1246,Chennai,LAN Cable
252.82,Visa,www.flipkart.com,Thailand,18-05-2019 01:29,1247,Bangkok,TV Stand
258.33,Maestro,www.amazon.com,India,18-05-2019 10:26,1248,Hyderabad,Wrist Watch
518.36,Visa,www.snapdeal.com,France,18-05-2019 04:33,1249,Paris,External Hard Drive
94.97,Visa,www.snapdeal.com,India,18-05-2019 16:04,1250,Bangalore,Text Books
228.23,Maestro,www.snapdeal.com,India,18-05-2019 08:52,1251,Chennai,TV
289.53,MasterCard,www.amazon.com,India,18-05-2019 09:56,1252,Bangalore,TV
544.46,MasterCard,www.amazon.com,United Kingdom,18-05-2019 17:44,1253,London,TV Stand
96.7,Maestro,www.snapdeal.com,India,18-05-2019 14:57,1254,Kolkata,Wrist Band
13.93,MasterCard,www.snapdeal.com,Italy,18-05-2019 06:33,1255,Rome,Text Books
249.7,Visa,www.snapdeal.com,Israel,18-05-2019 02:27,1256,Jerusalem,External Hard Drive
381.18,MasterCard,www.ebay.com,Inida,18-05-2019 13:29,1257,New Delhi,Wrist Band
385.45,Maestro,www.snapdeal.com,India,18-05-2019 13:51,1258,Pune,TV
63.98,MasterCard,www.snapdeal.com,India,18-05-2019 12:32,1259,Hyderabad,Mobile Phone
263.12,MasterCard,www.snapdeal.com,Inida,18-05-2019 20:48,1260,New Delhi,Text Books
238.61,Visa,www.ebay.com,India,18-05-2019 00:08,1261,Chennai,External Hard Drive
329.9,Maestro,www.flipkart.com,United States,18-05-2019 06:45,1262,New York City,External Hard Drive
481.79,Maestro,www.ebay.com,Thailand,18-05-2019 04:58,1263,Bangkok,Laptop
445.87,Maestro,www.snapdeal.com,India,18-05-2019 04:15,1264,Chennai,Wrist Band
395.85,Visa,www.snapdeal.com,France,18-05-2019 09:18,1265,Paris,Pen Drive
235.15,Maestro,www.snapdeal.com,India,18-05-2019 20:44,1266,Chennai,Pen Drive
418.74,Maestro,www.flipkart.com,India,18-05-2019 17:22,1267,Mumbai,Mobile Phone
261.84,Maestro,www.ebay.com,Thailand,18-05-2019 08:32,1268,Bangkok,Laptop
340.33,Visa,www.flipkart.com,India,18-05-2019 13:21,1269,Pune,External Hard Drive
456.16,Maestro,www.ebay.com,Singapore,18-05-2019 02:45,1270,Singapore,LAN Cable
367.98,MasterCard,www.snapdeal.com,United States,18-05-2019 12:17,1271,New York City,HDMI Cable
432.96,Maestro,www.flipkart.com,India,18-05-2019 18:00,1272,Mumbai,Text Books
450.4,Visa,www.amazon.com,United Kingdom,18-05-2019 19:21,1273,London,Laptop
91.44,MasterCard,www.ebay.com,United States,18-05-2019 11:15,1274,New York City,Mobile Phone
10.13,Visa,www.ebay.com,India,18-05-2019 17:04,1275,Pune,Text Books
199.08,Visa,www.flipkart.com,India,18-05-2019 12:30,1276,Chennai,HDMI Cable
237.87,Maestro,www.snapdeal.com,India,18-05-2019 06:21,1277,Hyderabad,Pen Drive
186.8,Maestro,www.snapdeal.com,India,18-05-2019 22:57,1278,Chennai,Wrist Watch
330.64,MasterCard,www.ebay.com,Inida,18-05-2019 04:53,1279,New Delhi,Text Books
466.31,Visa,www.amazon.com,India,18-05-2019 05:53,1280,Chennai,TV Stand
80.47,MasterCard,www.flipkart.com,United States,18-05-2019 22:38,1281,New York City,Text Books
483.99,MasterCard,www.amazon.com,France,18-05-2019 05:31,1282,Paris,LAN Cable
17.74,Visa,www.snapdeal.com,India,18-05-2019 09:43,1283,Pune,Desktop Computer
300.38,MasterCard,www.flipkart.com,India,18-05-2019 17:49,1284,Chennai,LAN Cable
473.87,MasterCard,www.flipkart.com,Singapore,18-05-2019 12:16,1285,Singapore,External Hard Drive
314.03,Maestro,www.snapdeal.com,United States,18-05-2019 04:08,1286,New York City,Text Books
337.82,MasterCard,www.flipkart.com,India,18-05-2019 14:53,1287,Hyderabad,Text Books
205.02,Visa,www.ebay.com,Thailand,18-05-2019 11:44,1288,Bangkok,Text Books
360.52,MasterCard,www.amazon.com,France,18-05-2019 16:18,1289,Paris,Desktop Computer
413.67,MasterCard,www.ebay.com,India,18-05-2019 22:28,1290,Pune,Pen Drive
420.49,Maestro,www.flipkart.com,Singapore,18-05-2019 08:59,1291,Singapore,Wrist Watch
111.58,Maestro,www.flipkart.com,Inida,18-05-2019 23:30,1292,New Delhi,Pen Drive
69.74,Visa,www.amazon.com,Israel,18-05-2019 00:39,1293,Jerusalem,Wrist Band
318.63,MasterCard,www.ebay.com,India,18-05-2019 09:05,1294,Kolkata,Wrist Band
304.76,MasterCard,www.ebay.com,India,18-05-2019 18:02,1295,Kolkata,TV Stand
123.45,MasterCard,www.amazon.com,Italy,18-05-2019 05:56,1296,Rome,External Hard Drive
